Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
,,,,,,,,,,,,,,,,,,,
Nuts,,item,Food,newKey,Nuts,,Nüsse,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
NutsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rice,,item,Food,newKey,Rice,,Reis,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RiceDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Pork,,item,Food,newKey,Raw Pork,,Rohes Schweinefleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawPorkDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Beef,,item,Food,newKey,Raw Beef,,Rohes Rindfleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawBeefDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Chicken,,item,Food,newKey,Raw Chicken,,Rohes Hähnchen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawChickenDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Turkey Liver,,item,Food,newKey,Raw Turkey Liver,,Rohe Putenleber,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GrilledTurkeyLiverDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Flour,,item,Grain,newKey,Flour,,Mehl,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FlourDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sugar,,item,Grain,newKey,Sugar,,Zucker,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SugarDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Old Salt,,item,Food,newKey,Old Salt,,Altes Salz,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
OldSaltDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dough,,item,Grain,newKey,Dough,,Teig,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DoughDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Bread,,item,Food,newKey,Bread,,Brot,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BreadDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Pasta,,item,Grain,newKey,Raw Pasta,,Rohe Pasta,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawPastaDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Ground Beef,,item,Food,newKey,Raw Ground Beef,,Rohes Rinderhackfleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawGroundBeefDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Steak,,item,Food,newKey,Raw Steak,,Rohes Steak,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawSteakDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Kobe Beef,,item,Food,newKey,Raw Kobe Beef,,Rohes Kobe-Rindfleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawKobeBeefDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Sausage Link,,item,Food,newKey,Raw Sausage Link,,Rohe Wurstkette,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawSausageLinkDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Ham,,item,Food,newKey,Raw Ham,,Rohschinken,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawHamDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Bacon,,item,Food,newKey,Raw Bacon,,Roher Speck,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawBaconDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Chicken Breast,,item,Food,newKey,Raw Chicken Breast,,Rohe Hähnchenbrust,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawChickenBreastDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Chicken Legs and Wings,,item,Food,newKey,Raw Chicken Legs and Wings,,Rohe Hähnchenschenkel und -flügel,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawChickenLegsandWingsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Animal Feed,,item,Food,newKey,Animal Feed,,Tierfutter,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
animalFeedDesc,,item,Food,newKey,Type: Farm Life Resource(Farm Table required to craft.)Organic\nUnlocked by: Farm Life\n\nAnimal Feed. Just don't feed the Bears.,,Typ: Ressource für die Landwirtschaft (Herstellung am Farmtisch erforderlich.) Organisch \n Freigeschaltet durch: Landwirtschaft \n\n Tierfutter. Nur nicht die Bären füttern.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Dried Fruit,,item,Food,newKey,Dried Fruit,,Trockenfrüchte,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DriedFruitDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Trail Mix,,item,Food,newKey,Trail Mix,,Studentenfutter,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TrailMixDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fruit Salad,,item,Food,newKey,Fruit Salad,,Obstsalat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FruitSaladDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
White Rice,,item,Food,newKey,White Rice,,Weißer Reis,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
WhiteRiceDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Grilled Steak,,item,Food,newKey,Grilled Steak,,Gegrilltes Steak,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GrilledSteakDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fresh Bacon Meatloaf,,item,Food,newKey,Fresh Bacon Meatloaf,,Frischer Speck-Hackbraten,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FreshBaconMeatloafDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Spicy Hot Wings,,item,Food,newKey,Spicy Hot Wings,,Scharfe Chicken Wings,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SpicyHotWingsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fresh Honey Glazed Ham,,item,Smoker,newKey,Fresh Honey Glazed Ham,,Frischer Honigglasierter Schinken,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FreshHoneyGlazedHamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Fleischhänger an einem Kalträucherofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fresh Smoked Sausage,,item,Smoker,newKey,Fresh Smoked Sausage,,Frisch geräucherte Würstchen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FreshSmokedSausageDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Fleischhänger an einem Kalträucherofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Iceberg Lettuce,,item,Food,newKey,Iceberg Lettuce,,Eisbergsalat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
IcebergLettuceDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Incubator,,item,Food,newKey,Incubator,,Inkubator,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
incubatorDesc,,item,Food,newKey,Type: Farm Life Resource(Farm Table required to craft.)Organic\nUnlocked by: Farm Life\n\n Incubators are used to hatch fertile eggs.,,Typ: Ressource für das Farmleben (Zum Herstellen wird ein Farmtisch benötigt.) Organisch\n Freigeschaltet durch: Farmleben\n\n Brutkästen werden zum Ausbrüten befruchteter Eier verwendet.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Egg,,item,Tools,newKey,Turkey Egg,,Truthahnei,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyEggDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Whole Turkey,,item,Food,newKey,Whole Turkey,,Ganzer Truthahn,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
WholeTurkeyDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Parts,,item,Food,newKey,Turkey Parts,,Truthahnteile,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyPartsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Breast,,item,Food,newKey,Turkey Breast,,Putenbrust,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyBreastDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Legs,,item,Food,newKey,Turkey Legs,,Putenkeulen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurkeyLegsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shaved Turkey,,item,Food,newKey,Shaved Turkey,,Putenbruststreifen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ShavedTurkeyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse in Food Prep. This is a vital ingredient used in the preperation of cooked foods.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwendung bei der Zubereitung von Speisen. Dies ist eine wichtige Zutat für die Zubereitung von gekochten Speisen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ground Turkey,,item,Food,newKey,Ground Turkey,,Putenhackfleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GroundTurkeyDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Horse Scraps,,item,Food,newKey,Horse Scraps,,Pferdekot,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HorseScrapsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Horse Hide,,item,Food,newKey,Horse Hide,,Pferdehaut,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FLEHorseHideDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Goose Egg,,item,Food,newKey,Goose Egg,,Gänseei,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GooseEggDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Wool,,item,Resources,newKey,Wool,,Wolle,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FLEWoolDesc,,item,All,newKey,Type: Farm Life Resource Organic \n\nUsed as an ingredient for crafting in the Farm Table.,,"Typ: Ressource für das Bauernhofleben, organisch \n\nWird als Zutat zum Herstellen am Bauernhoftisch verwendet.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Thread,,item,All,newKey,Thread,,Faden,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
threadDesc,,item,All,newKey,Type: Farm Life Resource Organic \n\nUsed as an ingredient for crafting in the Farm Table.,,"Typ: Ressource für das Bauernhofleben, organisch \n\nWird als Zutat zum Herstellen am Bauernhoftisch verwendet.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Lamb Chop,,item,Food,newKey,Lamb Chop,,Lammkotelett,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LambChopDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Lamb,,item,Food,newKey,Raw Lamb,,Rohes Lammfleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawLambDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Mutton,,item,Food,newKey,Raw Mutton,,Rohes Hammelfleisch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawMuttonDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Raw Goose,,item,Food,newKey,Raw Goose,,Rohe Gans,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RawGooseDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \nFreigeschaltet durch: Bauernhofleben \n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
crowbar,,item,Weapons,newKey,crowbar,,Brecheisen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
crowbarDesc,,item,Weapons,newKey,Type: Farm Life Item(Forge required)Steel\nUnlocked by: Farm Life\n\nCrowbars are handy tools for prying open crates and doors. Can also be used to open Zombie skulls.,,Typ: Farm Life-Gegenstand (Schmiede erforderlich) Stahl \n Freigeschaltet durch: Farm Life \n\n Brecheisen sind praktische Werkzeuge zum Aufhebeln von Kisten und Türen. Sie können auch zum Öffnen von Zombie-Schädeln verwendet werden.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Lamb with Charred Cherry Tomatoes,,item,Food,newKey,Lamb with Charred Cherry Tomatoes,,Lamm mit gegrillten Kirschtomaten,,,,,,,,,,,,
